SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,SQ8,SQ9,SQ10,SQ11,SQ12,SQ13,SQ14,SQ15,SQ16,SQ17,SQ18,SQ19,SQ20,SQ21,SQ22,SQ23,SQ24,SQ25,SQ26,SQ27,SQ28,SQ29,SQ30,SQ31,SQ32,SQ33,SQ34,SQ35,SQ36,SQ37,SQ38,SQ39,SQ40,SQ41,SQ42,SQ43,SQ44,SQ45,SQ46,SQ47,SQ48,SQ49,SQ50,SQ51,SQ52,SQ53,SQ54,SQ55,SQ56,SQ57,SQ58,SQ59,SQ60,SQ61,SQ62,SQ63,SQ64,SQ65,SQ66,SQ67,SQ68
UserTesting,2022-05-31 14:36:39 UTC,Woman,Hispanic or Latino,60004 (Arlington Heights),,60004,,Work full-time,I am a parent or caretaker of children.,"Self-taught, Taught on the job",No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support",Entry-level - 1-3 years,Strongly Agree,Every year,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A raise,No,31-40,Strongly Disagree,That I have insurance at all,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,629627f731502e4b285099e5,,,,,,desktop
UserTesting,2022-05-31 18:08:24 UTC,Woman,White or Caucasian,60546 (Riverside),,60546,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Vocational training / Certificate program, Taught on the job, Self-taught, Academy or Bootcamp",No,Product Manager,,,I plan to exit this role in 12 months or less,,,,,,,Advancement in your role,Mid-career - 11-20 years,Neutral / Neither agree nor disagree,I have not been promoted.,No,Yes,Agree,Disagree,Disagree,Disagree,Disagree,Neutral / Neither agree nor disagree,Switching from one company to another,No,51-60,Disagree,"Having 100% of my plan covered by my employer each month, Spousal coverage, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,6296599888f3934fa01de0f5,,,,,,desktop
UserTesting,2022-06-01 21:18:27 UTC,Woman,Asian or Pacific Islander,60139 (Glendale Heights),,60139,,Work full-time,None of the above,"Post-graduate degree (Master’s degree or equivalent), 4-year University or College degree (Bachelor’s degree or equivalent)",No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,Compensation,Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Strongly Agree,Agree,Agree,Neutral / Neither agree nor disagree,Strongly Agree,A bonus,No,31-40,Strongly Agree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,6297d7a3efa86c4daf7b260c,,,,,,desktop
UserTesting,2022-06-02 02:41:09 UTC,Woman,White or Caucasian,60188 (Carol Stream),,60188,,Work part-time,None of the above,"High school or below, 4-year University or College degree (Bachelor’s degree or equivalent)",No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Inclusion at your workplace, Representation of people in my gender",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Increase in the base wage,No,44885,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Dependent coverage, Low deductibles",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62982345ee8e202142027361,,,,,,desktop
UserTesting,2022-06-04 22:37:02 UTC,Woman,White or Caucasian,46321 (Munster),,46321,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation, Great work life balance; fully remote workplace",Intermediate level - 5-10 years,Agree,I have not been promoted.,Yes,Yes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,A raise,No,0-10,Strongly Agree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,629bde8e7c8163372a22e626,,,,,,desktop
UserTesting,2022-06-05 15:25:29 UTC,Woman,White or Caucasian,46356 (Lowell),,46356,,Work part-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,Database Administrator,,,I plan to exit this role in 12 months or less,,,,,,,I love what I do,Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,No,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Switching from one company to another,No,44885,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for emergencies, That I have insurance at all",We all work in-person,,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,629ccae9a5b6071c4712f36a,,,,,,desktop
UserTesting,2022-06-05 17:33:23 UTC,Woman,White or Caucasian,60605 (Chicago),,60605,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Vocational training / Certificate program",No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation",Entry-level - 1-3 years,Strongly Disagree,I have not been promoted.,Yes,No,Strongly Disagree,Strongly Disagree,Disagree,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,A raise,No,41-50,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Low deductibles, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,629ce8e3dd3621049267949a,,,,,,desktop
UserTesting,2022-06-07 13:44:26 UTC,Woman,White or Caucasian,60191 (Wood Dale),,60191,,Work full-time,None of the above,"2-year college degree (Associate degree), 4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Taught on the job, Vocational training / Certificate program",No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation",Entry-level - 1-3 years,Strongly Disagree,Every 2 years,Yes,No,Disagree,Disagree,Neutral / Neither agree nor disagree,Disagree,Strongly Disagree,Strongly Disagree,A bonus,No,31-40,Strongly Disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for people living with disabilities, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,629f563a8fe37a0cab268f32,,,,,,desktop
UserTesting,2022-06-08 02:16:41 UTC,Woman,White or Caucasian,60135 (Genoa),,60135,,Work full-time,I am a parent or caretaker of children.,2-year college degree (Associate degree),No,Graphic Designer,,,I plan to exit this role in 12 months or less,,,,,,,Compensation,Entry-level - 1-3 years,Disagree,Every 4 years or more,No,No,Disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,Disagree,A raise,Yes,31-40,Agree,"Having 100% of my plan covered by my employer each month, Dependent coverage, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62a006891880e66bf10c894d,,,,,,desktop
UserTesting,2022-06-08 16:22:28 UTC,Woman,Black or African American,60623 (Chicago),,60623,,Work part-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Graphic Designer,,,I plan to exit technology in 12 months or less,"Representation of people in my race, Management support","Policies that provide certain benefits / or transparency about policies, The option to work remotely",No,,,,,Entry-level - 1-3 years,Disagree,I have not been promoted.,Yes,No,Neutral / Neither agree nor disagree,Strongly Disagree,Disagree,Agree,Neutral / Neither agree nor disagree,Agree,Switching from one company to another,No,44885,Disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Low Copays and prescription costs",We all work in-person,,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62a0ccc48a50381ae87c5142,,,,,,desktop
UserTesting,2022-06-18 15:57:48 UTC,Woman,Multiracial or Biracial,60466 (Park Forest),,60466,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Data Scientist,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role",Entry-level - 1-3 years,Agree,Every year,No,No,Disagree,Strongly Disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Strongly Agree,Agree,A promotion,No,31-40,Strongly Agree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62adf5fcdf95005c223b3cb6,,,,,,desktop
UserTesting,2022-06-22 01:22:07 UTC,Woman,White or Caucasian,60475 (Steger),,60475,,Work part-time,None of the above,High school or below,No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role, Management support",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,No,Yes,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Neutral / Neither agree nor disagree,A raise,No,21-30,Agree,"Coverage for emergencies, Low Copays and prescription costs, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,It would depend on the location.,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62b26ebfeb3eda6e7705b34a,,,,,,desktop
UserTesting,2022-06-23 00:18:03 UTC,Woman,White or Caucasian,60076 (Skokie),,60076,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation, Representation of people in my gender",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Switching from one company to another,No,41-50,Agree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62b3b13bd06b1622a4337e15,,,,,,desktop
UserTesting,2022-06-25 03:10:58 UTC,Woman,Asian or Pacific Islander,60616 (Chicago),,60616,,Work part-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,User Experience Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation",Intermediate level - 5-10 years,Strongly Disagree,Every year,Yes,Yes,Strongly Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Disagree,Switching from one company to another,No,31-40,Neutral / Neither agree nor disagree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,Not sure,,,,,,,,,,,,,,,,,,Yes,Facebook or Instagram,five,62b67cc238b83b53cc599c29,,,,,,desktop
UserTesting,2022-07-02 03:24:54 UTC,Woman,Asian or Pacific Islander,60084 (Wauconda),,60084,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation",Entry-level - 1-3 years,Strongly Agree,Every year,Yes,Yes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,A bonus,No,21-30,Agree,"Diverse options for PPO plans, That I have insurance at all, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62bfba86be1a9808c24bd699,,,,,,desktop
UserTesting,2022-07-02 04:17:35 UTC,Woman,White or Caucasian,60640 (Chicago),,60640,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Data Scientist,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Representation of people in my gender, Compensation",Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,Yes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Switching from one company to another,No,31-40,Strongly Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62bfc6df4b7bb651337279e0,,,,,,desktop
UserTesting,2022-07-02 15:12:34 UTC,Woman,White or Caucasian,60506 (Aurora),,60506,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Entry-level - 1-3 years,Agree,Every year,Yes,Yes,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,A promotion,No,51-60,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62c06062636d4b4fd8101d3a,,,,,,desktop
UserTesting,2022-07-02 15:25:10 UTC,Woman,White or Caucasian,60504 (Aurora),,60504,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent), 2-year college degree (Associate degree), Taught on the job",No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Representation of people in my gender, Interest in the data analytics field",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,Every 3 years,Yes,Yes,Strongly Agree,Neutral / Neither agree nor disagree,Agree,Strongly Agree,Disagree,Neutral / Neither agree nor disagree,Switching from one company to another,No,31-40,Agree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles",We all work remotely.,No,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c063560b782368c76fdcce,,,,,,desktop
UserTesting,2022-07-02 18:15:13 UTC,Woman,Black or African American,60417 (Crete),,60417,,Work part-time,None of the above,"2-year college degree (Associate degree), 4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Post-graduate degree (Master’s degree or equivalent)",No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,Management support,Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A bonus,No,21-30,Agree,"Having 100% of my plan covered by my employer each month, Low deductibles, Low Copays and prescription costs",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62c08b317993924d6f39c640,,,,,,desktop
UserTesting,2022-07-02 19:12:05 UTC,Woman,Hispanic or Latino,60618 (Chicago),,60618,,Work part-time,I am a parent or caretaker of children.,"High school or below, 2-year college degree (Associate degree)",No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation, Representation of people in my gender",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,No,No,Strongly Agree,Agree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Agree,n/a,No,21-30,Neutral / Neither agree nor disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Having 100% of my plan covered by my employer each month",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62c098857ef5581e36416972,,,,,,desktop
UserTesting,2022-07-02 22:53:17 UTC,Woman,Asian or Pacific Islander,60654 (Chicago),,60654,,Work full-time,I am a caretaker of adults.,Post-graduate degree (Master’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Inclusion at your workplace",Senior-level - 20+ years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Disagree,Neutral / Neither agree nor disagree,Agree,Agree,Disagree,Neutral / Neither agree nor disagree,cost of living,No,31-40,Agree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Low deductibles",1 work remote day allowed the rest in person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62c0cc5d7c8b854507727e66,,,,,,desktop
UserTesting,2022-07-03 09:05:34 UTC,Woman,Black or African American,46311 (Dyer),,46311,,Work full-time,I am a parent or caretaker of children.,4-year University or College degree (Bachelor’s degree or equivalent),No,IT Manager,,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A promotion,No,21-30,Strongly Agree,Having 100% of my plan covered by my employer each month,We all work remotely.,No,,,,,,,,,,,,,,,,,,Yes,USER TESTING,five,62c15bdec2fc5904d035d032,,,,,,desktop
UserTesting,2022-07-04 18:13:09 UTC,Woman,White or Caucasian,60614 (Chicago),,60614,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Product Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Management support, Inclusion at your workplace, Advancement in your role, Representation of people in my gender",Intermediate level - 5-10 years,Agree,Every year,Yes,No,Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A bonus,No,21-30,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c32db52e888541351643e5,,,,,,desktop
UserTesting,2022-07-05 02:43:54 UTC,Woman,White or Caucasian,60502 (Aurora),,60502,,Work full-time,None of the above,"Vocational training / Certificate program, Post-graduate degree (Master’s degree or equivalent)",No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Management support, Compensation",Entry-level - 1-3 years,Disagree,Every 2 years,No,No,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,A raise,No,31-40,Agree,"Low deductibles, Coverage for emergencies, Coverage for people living with disabilities",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c3a56a320afa46b8708121,,,,,,desktop
UserTesting,2022-07-05 14:25:44 UTC,Woman,White or Caucasian,60441 (Lockport),,60441,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role",Intermediate level - 5-10 years,Agree,Every 3 years,No,Yes,Neutral / Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Neutral / Neither agree nor disagree,A promotion,No,31-40,Agree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c449e8e9edff6a122b91e8,,,,,,desktop
UserTesting,2022-07-05 15:18:11 UTC,Woman,Asian or Pacific Islander,60613 (Chicago),,60613,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Other,No,Yes,,,,,This was both a natural progression and a move to exit,Working hours from consulting is pretty hard,Policies that provided certain benefits / or transparency about policies,,,,,,,,,,,,,,,,,,,,Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,Every 2 years,Yes,Yes,Agree,Disagree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Agree,I don't know.,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Low Copays and prescription costs, Coverage for emergencies",We all worked remotely.,,No,Useretesting.com,five,62c45633ef46b56f08366f44,,,,,,desktop
UserTesting,2022-07-05 16:24:44 UTC,Woman,Middle Eastern,60622 (Chicago),,60622,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Inclusion at your workplace, Compensation, Representation of people in my gender",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Agree,A bonus,No,41-50,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Low deductibles, Diverse options for PPO plans",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c465cc2f1f7f50211690df,,,,,,desktop
UserTesting,2022-07-05 20:22:15 UTC,Woman,White or Caucasian,60513 (Brookfield),,60513,,Work full-time,None of the above,"Vocational training / Certificate program, Taught on the job, Self-taught, High school or below",No,Software Quality Assurance Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Management support, Inclusion at your workplace, I really enjoy my role",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,A raise,No,31-40,Neutral / Neither agree nor disagree,"Spousal coverage, Low deductibles, Low Copays and prescription costs",We all work remotely.,this will not apply,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c49d7728d94c04b976bb8c,,,,,,desktop
UserTesting,2022-07-06 00:38:23 UTC,Woman,Black or African American,60193 (Schaumburg),,60193,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Vocational training / Certificate program, Taught on the job, Self-taught",No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Compensation, Advancement in your role",Intermediate level - 5-10 years,Strongly Agree,Every year,Yes,Yes,Disagree,Agree,Neutral / Neither agree nor disagree,Agree,Agree,Strongly Agree,A raise,No,31-40,Strongly Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c4d97fb50ad077cc0ae866,,,,,,desktop
UserTesting,2022-07-06 00:40:46 UTC,Woman,Black or African American,60193 (Schaumburg),,60193,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Self-taught, Taught on the job, Vocational training / Certificate program",No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Intermediate level - 5-10 years,Agree,Every year,Yes,Yes,Disagree,Agree,Neutral / Neither agree nor disagree,Agree,Agree,Strongly Agree,A raise,No,31-40,Strongly Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c4da0e1583cb6597157709,,,,,,desktop
UserTesting,2022-07-06 03:35:33 UTC,Woman,White or Caucasian,60033 (Harvard),,60033,,Work full-time,I am a parent or caretaker of children.,"High school or below, Self-taught, Taught on the job, Vocational training / Certificate program",No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Compensation",Mid-career - 11-20 years,Agree,I have not been promoted.,Yes,Yes,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral / Neither agree nor disagree,I have not yet had an increase in compensation,No,41-50,Disagree,"Low deductibles, Spousal coverage, Comprehensive plan options spanning vision, dental, and overall healthcare",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c503057b738254ca3ce788,,,,,,desktop
UserTesting,2022-07-06 21:09:56 UTC,Woman,Asian or Pacific Islander,60139 (Glendale Heights),,60139,,Work full-time,I am a parent or caretaker of children.,Post-graduate degree (Master’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Compensation, Representation of people in my race, Representation of people in my gender",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Neutral / Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,A raise,No,41-50,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Dependent coverage, Spousal coverage",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62c5fa24548e2c00804602c6,,,,,,desktop
UserTesting,2022-07-07 03:06:58 UTC,Woman,White or Caucasian,60067 (Palatine),,60067,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Taught on the job, Self-taught",No,Digital interface Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation",Mid-career - 11-20 years,Agree,I have not been promoted.,Yes,Yes,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,A raise,No,41-50,Disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c64dd2e62cca540925856c,,,,,,desktop
UserTesting,2022-07-08 16:39:26 UTC,Woman,White or Caucasian,60175 (Campton Hills),,60175,,Work part-time,None of the above,"2-year college degree (Associate degree), High school or below, In the middle of my Bachelor's in Computer Science",No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Compensation, Advancement in your role, Inclusion at your workplace",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,Every year,No,No,Neutral / Neither agree nor disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Neutral / Neither agree nor disagree,A promotion,No,44885,Strongly Disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Diverse options for PPO plans",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62c85dbe163c49541c023a1f,,,,,,desktop
UserTesting,2022-07-09 01:41:23 UTC,Woman,White or Caucasian,60085 (Waukegan),,60085,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Agree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Switching from one company to another,No,41-50,Disagree,"Having 100% of my plan covered by my employer each month, Low Copays and prescription costs, Comprehensive plan options spanning vision, dental, and overall healthcare",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62c8dcc3299fae7b0708851b,,,,,,desktop
UserTesting,2022-07-11 15:12:08 UTC,Woman,Asian or Pacific Islander,60622 (Chicago),,60622,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Network Architect,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation",Entry-level - 1-3 years,Disagree,I have not been promoted.,Yes,Yes,Disagree,Disagree,Neutral / Neither agree nor disagree,Strongly Agree,Agree,Agree,A raise,No,31-40,Neutral / Neither agree nor disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for emergencies, Diverse options for PPO plans",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62cc3dc89ae8897dae0d8046,,,,,,desktop
UserTesting,2022-07-12 15:48:57 UTC,Woman,Asian or Pacific Islander,60630 (Chicago),,60630,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp, High school or below, Self-taught, Taught on the job, Vocational training / Certificate program",No,Web Developer,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Inclusion at your workplace, Compensation, Representation of people in my race, Representation of people in my gender, Equitable opportunities for parents",Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,Yes,Neutral / Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A raise,No,31-40,Strongly Agree,IVF Converage,We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62cd97e909d92024f575b933,,,,,,desktop
